ulid,text
01K5JTRMB6WWPT6N3PFDB2W120,"and maliban dun, sobrang dami pang kulay na pwede mong pagpiliyan"
01K5JTRMM123Y2BNEE36ANGC6Y,Kaya namako interesod ka dito sa sombrelo na to
01K5JTRMW9QHB9430Z1ZAE6ZWV,"well, wag ka na magdaluang isip pa at i-checkout mo na to"
01K5JTRN56FBKB3ACZ13M1MZXA,A-A-Ano?
01K5JTRNCNFR4E9Q84CY12X5XY,A-A-A-A-A-Ano?
01K5JTRNKTES2JXW1QX2TJK0AE,Ano bang nangyayari sa mundo?
01K5JTRNV5PXEQZEGTQ7CEXTYS,Parang hindi natama kasi parang ang gulo
01K5JTRP2XYS6K23S2ACDB767G,Gusto kang alagaan ang taong di mo gusto
01K5JTRPAP16Q2MVWM8698KNX5,Habang sinasaktan ka lang naman ang taong gusto mo
01K5JTRPKNT0W1ZSP07NREJ5C9,Nakita ko na anong mo sumakain ng bus
01K5JTRPVNEJHGRX78V450RN93,Bukas na dalawang pinto sa bintana pa lumabas
01K5JTRQ3M9HQEPD63WVCTX4ZD,Cineo once said
01K5JTRQD5XPK9D2TP4NYHAWN8,"Awe, awe, awe"
01K5JTRQNWT8V6MM79PH8RTG1T,"Oo, kumidyante ako and I'm proud of it"
01K5JTRQYB3V2EGY6S6FXF7FMK,Dahil na marami dito ang tingin sa joker malit
01K5JTRR7NT1W0XXF572PRF42D,Pag mahina ang lines at predictable
01K5JTRRGENZTVKMGEV51XP4GB,Bakit laging jokes lang ang naiipit?
01K5JTRRS37SZBBP56FXRHAWFZ,Bakit ang jokes ba din na pwedeng maging bars
01K5JTRS2KEBX27BVV05VAKMNF,At ang bars din na pwedeng maging generic?
01K5JTRSATHFG67QHZ3DKND8MY,You're such a pathetic
01K5JTRSM4C37K5S58EWNF0YCQ,Nagbabars ka?
01K5JTRSXBDDC06ZP84NM6WDQQ,Pwes hindi mo yan kinalamang
01K5JTRT62M0YVDNYZB974AYF7,Insulto pa nga sa'yong mang-mang
01K5JTRTENZZXGP4CNK3V08NP0,Kasi isipin mo nalang
01K5JTRTQCEXAJQ1NMQQ298PHK,Kung total IQ mong dinamit sa bateng na to?
01K5JTRV0HDHFT5TS4FN51HYZX,Sense of humor ko ba lang
01K5JTRV9KNKK064X1MH9RZMDJ,¡PUTA VIDA AMOR!
01K5JTRVKXTW0RN9G35AP7FB4T,ako po magpapautang sayo kayo doggy
01K5JTRVX4K49XEJHVZRD55P60,ah?
01K5JTRW569TQV7SZMFYZGZD45,"so bayaran na kiti, bayaran ko na ng buong"
01K5JTRWDRHQEC3GNFPCKFJVE3,"ah to talaga, shoutout, magbabahay to talaga ako"
01K5JTRWPN0C30Y1YXXM8Z5ZYC,kahit itag nyo pa
01K5JTRWYRND0NSCRJEPW7BPA2,"babayaran ko yan, itag nyo"
01K5JTRX6YTV3P5PVNZ60MRDK0,"itag nyo, babayaran ko kayo ng araw"
01K5JTRXF54775Q537WHBVSTE3,ano?
01K5JTRXQC14QN71VXK45GVVED,"tag nyo, babayaran ko yan"
01K5JTRXZWP3K7PJ7CXNNM8AXS,doggy kung naanood gang a
01K5JTRY8CM0Z35YTBNQF678RA,"so, so, talaga ko pe"
01K5JTRYGN652G3G3WZYY5Z8QT,"taggy, babayaran na kita ng buong"
01K5JTRYS7TSKT89M9KBXE9GAB,"panalo na, panalo ako"
01K5JTRZ1PW1KZNYRZHYADF6NE,"pan-goy, reyker!"
01K5JTRZA9NH6T06CNZ2RHXV7Y,panalo si reyker!
01K5JTRZJW7FQ7JEB8FBYVM77N,nag delete ng message!
01K5JTRZW5NJDJ9JDS0VC5W4BR,The Village Belief
01K5JTS0BWMKQWK4DGXF4WSJHM,Ako si Dr. Jose Rizal.
01K5JTS0NPVVQDJ81G6SAZRQWJ,Ang pambansang bayanin nyo kaya makinig kayo.
01K5JTS0YWHSR6X5T8YDA2FH30,"Kahit anuang problema mangyari,"
01K5JTS181FRZ82GAS06YBFT3T,madadaan natin sa matalinong asapan to.
01K5JTS1HNVWS2CTJPHG8W0KPW,Ako! Si Andres Moribasio.
01K5JTS1V3RN23Z91MPVVVNCR7,GERA KASAGUDAN!
01K5JTS24PJXCN6RZNFQ2D2GH9,"Barelang gamit ng kalaban mo, ikaw itak."
01K5JTS2E2QE8K0W9S9T3W2BFX,"So, mayan ni kuyo ay?"
01K5JTS2QPJ4PT1PWS4KW88W8Y,"Matapang na puno ing git, puro ka fight, fight, fight."
01K5JTS31ATEZM2G5116TG9V2V,"Kasi nga, find your hide."
01K5JTS3B1NSQ3ER8E5JTS6WB6,"Abang kami nag-aahalit ay,"
01K5JTS3MDMRMT4NVAA3YAD86Q,"yung Dr. Jose Rizal nyo, nandun ang ispanan, nagbabagakasyo!"
01K5JTS3Y5AQAYRB6EQT4ZXDGA,"Dako nako, Andres, hindi mo ang ngayong sabayan."
01K5JTS47F7M32562YW4TAEKHB,"Kasi ikaw ang ing git, ako travel goals, ikaw field trip sa Palayan."
01K5JTS4JDZ4M6VR76ZNV34PB2,"Pinapatanong dito ng producer,"
01K5JTS4V0QCMJR1TEJDK2GFHX,sabi mo mas magaling ka daw kay Jordan Clarkson?
01K5JTS53K7Q8EBPV67F9B31CY,"Uy, wala magalagay."
01K5JTS5BC1XM4671NFJZBK17E,"So ang tanong dito, ang tanong is,"
01K5JTS5KR9ZNNDZ93X5ZVPHEF,sirana ba ulo mong gado ka?
01K5JTS5VGWBBDZS1R301JNN35,Seryoso ka ba?
01K5JTS633CH5HBV70NS0D4DSH,"Oo, seryoso to."
01K5JTS6APTXZP8RV90Q9XCSM8,Sira na ba ulo mong gado ka?
01K5JTS6JV303FKS90D1QVND3P,Kaya wala sa kaip plan na ming araw magpa...
01K5JTS6X561K7S592SJRQZPSN,Magpa talerb? Adili ko e.
01K5JTS76V572CEMRZZZZ50WX8,Mahadlok ko.
01K5JTS7FC57MQF4BNR708551A,Ano mahadlok bang kami?
01K5JTS7RP62HVAXZH71ZNX4WT,Kasi gara'y mag-usako ang mga amiga ka rin kay
01K5JTS82WA1T2SCZ2X2ZFQ519,di kan sila ang Thailand Sir.
01K5JTS8BSBMT7VV8BEJSDG490,Naadio ko yung friend ka. Ohab yun guys siya.
01K5JTS8N7AS2AZGR40BCG64B7,Ano ni maho ang gawang talerb?
01K5JTS8Y6K9324X6R6E9D253H,"Mano man? Apo siya di lang siya kabalo maglimpyo, magmang tinir?"
01K5JTS97T2WMM0QVEMB5RC160,"And until now, naapaman siya karoon, baho na yun siya."
01K5JTS9J0RX4PQJD2YKTQEX0Q,Nagmahe BSC.
01K5JTS9TSDV2YNVFJR1JFTAED,"Sige himo, sige noon, magkutinto na lang punta."
01K5JTSA4HM3Q13ZHX0N0TH87Z,"Depende ma siguro na, mi."
01K5JTSAE14Z5C03X0C59MCNJA,"Uy, dagang mas kukaila, mi, nga nagpaingunan na mi."
01K5JTSAQFAVKH5ZNGKPA8N4C1,Wala man na ni maho ang ilahang?
01K5JTSAZZK0TXVCATYMNZQRSM,Wala man na ni maho?
01K5JTSB92YPFFG3G4DCPDEKD7,Maho ilahang?
01K5JTSBHTQD514M1PVDGBADTR,"Oo, ilahang..."
01K5JTSBV028RG5VSNHGR74GMS,"La feria es taloneo con mi compañero, un filoso filero."
01K5JTSC4J0XVHB840WW8Z8BG6,"Mi compañero, un filoso filero."
01K5JTSCDHARBK9X20N82XXJNM,"Mi barrio es primero wey, si ya tu sabes, choleros bien firmes, cartel de las calles."
01K5JTSCVK63360261FNK2XSGV,Love Attack for me
01K5JTSD9SDBMQCJK7V88TQ4W3,"I love a cat, a cat called me"
01K5JTSDJETWCF853GMNFR53TJ,"I know you love a cat, a cat called me"
01K5JTSDV7V317CFEQCFDE06DM,"It's time we are back, you're back called me"
01K5JTSE3Y6PBGCA7JG0ZJG2GV,That's the man I'm waiting for
01K5JTSEC8K3J89P7Q866J7BS5,"Now, you know I'll do"
01K5JTSENYMVWT5A5Y45NZ3RH4,Just in case you needed a reminder you are beautiful
01K5JTSEXV9GM5YE5H9GHA80FJ,You yeah you you're beautiful
01K5JTSF5NQ9FK748A474JS9GS,"Mami Jupiter, sugot ka tagaan ti kag iPhone 14 Pro Max?"
01K5JTSFFA3DX2760JHXJV47ZR,Pero saging ang logo niya?
01K5JTSFQ5EB255Y1DHS2SH5K8,"Sugot ko, oi."
01K5JTSFY5W5GSMAYEKGQQEKPF,"Bahala pag mansinitas, imuhang logo."
01K5JTSG7699J7JNZ5KMS3QJBJ,"Mami, pasagdahi ang mga basher ang importante dako taglagay mo"
01K5JTSGMMTR4CSRNFHAEMHZ80,"Hello Mami, sagot ka ikaw si Darna?"
01K5JTSGZYVWFDG4DDJDZAX7XM,Pero imung tunlun halo black?
01K5JTSHAYKJNJP4QR8K6J45PD,"Hello Mami, excited na ming tagamabinay, iganhinimo onta mag face reveal na ka Mami"
01K5JTSHR6EA1MGQJ0JHH3BTC8,"Mami, kung molantaw ako sa video ni mo ba, kay mapunan akong problema"
01K5JTSJ66SWH5DJ6AZ465NTTX,"Mami, what's sing from Prisuhan?"
01K5JTSJHWHP6JRHN28FWG0ZXH,"Salamat ka ayaw sa mga videos ni mo, kay makawalag stress onta makauban ka na mo dili"
01K5JTSJZQ9WVZAPR1R7JDCC0K,"Mami, ayaw o tabok sa kalsada, kung na ay motor, hulata ang track"
01K5JTSKDC129Y603P9JBA2JRP,"Mami, salamat sa imong mga videos kay maka-inspired ka ayaw"
01K5JTSKSZGYS4FXBCT3BWE5BM,"Kadi na kung kanahan mo trabaho, kasi hunahunan si mong naong makalibog mong tao ba dili"
01K5JTSM7TQJEBFGVSV8SS8TF1,"Mami, sagot ka, agi panganakang nilo, unia apeliedo ni mo botay"
01K5JTSMN64ZGK50STBK5XPY74,"Pasagdahi na sila Mami, kung dili sila kanahan ni mo, mas labaw na ko"
01K5JTSN1RSXVSR1YSX5HSEPX7,"Mami, pila na kaka years in service sa mauti Abu Sayap?"
01K5JTSNGHG663HFVD5XZT8QT6,Ofulating
01K5JTSNS7SVQ7EK11760RG6GN,Ican do'ng gagawin ang ngayong sy endangered
01K5JTSP1F9B8WGGHRRFC9RW4C,sa ditamtunog
01K5JTSP93FDJDVN26PY9910MW,may
01K5JTSPQ4M7B4141SFSA4CHQ9,"Got another shorty shit ain't nothin' like me, yeah"
01K5JTSQ02PCA5YXZHB88208W4,"Bout to catch another flight, yeah"
01K5JTSQ8102MRFM4RPA4GWRXK,The apple bottle make him wanna bite
01K5JTSQFVCXJPRRVZCH5V2CAA,I just wanna have a good night
01K5JTSQQC3ADFYE97DPGS32NX,"Bowed up, if you don't know now you know"
01K5JTSQZ5V2FTGZXEVJHA3BQ2,If you broke then you gotta let him go
01K5JTSR7A0QZPWQ9EC53XNP9E,"You can have anybody, any money, mo'"
01K5JTSRERTXGD6ZMC1DKV4GSJ,Cause when you with boss you could do what you want
01K5JTSRPXCPQ7NBECM9Y4AVHT,Bowed up
01K5JTSS42JPP9SEX0HE4JDNVE,What you know about living on the top?
01K5JTSSBTFHRGE35Z1B0C3XQA,Pan house suites looking down on our pommies
01K5JTSSP6NVR7N5MVVF9452R1,Back when we were still changing for the better
01K5JTSSYW2NE53J3ZM4P5EN4K,Wanting was enough
01K5JTST6XK8AETMRWWTD4D84W,For me it was enough
01K5JTSTF70EJ2W0HG560220HR,To live for the hope of it all
01K5JTSTQPKJFS5AJK66YYC3SG,Cancel plans just in case you call
01K5JTSV05N1KKYSBRRZCV74QC,And say meet me behind the mall
01K5JTSV88DN1KT88GWD1EJBDN,So much for some of love
01K5JTSVG8AMDMTBCMXCADV6VT,And saying us cause you weren't mine
01K5JTSVRV9DJKZ2JPVSCP8NM1,You weren't mine
01K5JTSW1X2HVMXTAG2P8DN2G0,"Sab, kalan ulit may matutumban na mayor?"
01K5JTSWNJXV0GC980PJ79Y4B7,B-depending na lang sa intriga mo kung saan ang mas marami.
01K5JTSX93K3G19QNEPTYRVGJJ,ABS-CBN po. Si Dolis Biguernyap.
01K5JTSXX4SAXWVG67AWXF0FN5,Akala ko sa Lebanon.
01K5JTSYG7PX7DHSPP5X5GQZK8,Pwede man lang mag-toilet break habang nag-a-tell?
01K5JTSZ3SPVJV4DYGZNHD09CV,"Pangatlong ihii mo na yan, Mar."
01K5JTSZPKDSMH7SWTXDSE2ZB3,Bakit ang Manila ayaw tayo magsama sa isang kwarto?
01K5JTT09J2BW9PHFK23SXJ1NM,"Kau ata nag-sabi, wag mong ipapasokin si Dr. Digan."
01K5JTT0X1H0302A89S9NZN5MM,"Nako na ka sa akin dito. Yung convoy mo, sinusundan ko."
01K5JTT1GT8387F0F6Y4TKRANS,"Ako maski na sino makasama ko sa kwarto, basta matino."
01K5JTT24G92ZZ3WTF9EVMKNA2,May we acknowledge the presence of Governor Davide.
01K5JTT2R2C68R55DV17BTNGH4,"Congressman Luigi Kisumbing, Congressman Advincula, Mayor Tommy Osmenia."
01K5JTT3CW665GNVK0HP38KCYX,"Attorney Mike Toledo, Mr. Lourde De Vera, Secretary Ace Dorano."
01K5JTT42G1KMTZDGJRZW70C85,Wala akong nakilala dito.
01K5JTT4P77MVDX4R6JAMETQGV,Bukhang talaw na ako dito sa butuhan.
01K5JTT59MZXF5ZHKB6M8MRTVF,"Yung hindi natawag dito ang dalawa, dito na kayo sa akin."
01K5JTT5XJ6PVZ5R42MRJMRN5R,"Ito, ito, tingnan mo itong binigay na..."
01K5JTT6H78NHTFRG3Q9RMPN9M,"Tingnan mo, mga, pag ginawn ko."
01K5JTT74KSPGW79DN9TS6NSJ5,"Kaya kanina pa ako, sige nang ginawn na..."
01K5JTT7R83HHB47H6AMF3CDXV,"Naglalaro ako, naging enjoy ako na pag-dispractin."
01K5JTT8BJZV78TV423N441B88,"Sige siya, kanapikanoon niya yung gimmick mo doon sa..."
01K5JTT8ZE9TMJZV0W9DE703A3,"Sabi niya, tingnan mo talaga si Javi dito."
01K5JTT9JJ1B9KTCGWSN8G37PF,"Sabi ko, mong gawin nabaka yun, hindi totoo yun."
01K5JTTA6S2ACJ584QR8DSCQKP,Totoo ang patulog-tulog sa pero...
01K5JTTAT5VAYRZA3DE96JV04B,We can only say good luck.
01K5JTTBD45HNTYDH1ERAY3RRJ,And may the next mission be accomplished.
01K5JTTC0AWPJTQ3FQZCX8GC5A,"Pupunta rin ako dito kasi, nandito si Vice President."
01K5JTTCMAASEVY8KTT8KF344E,"Saan siya nagpunta rin ako, pasunod-sunod ako."
01K5JTTD7MT3NEBTCA62BCCDDT,"Ito to, anod ako sa..."
01K5JTTDV0DWWKSYYAQZKJ5YDZ,"Sabi nila, hindi yung totoo."
01K5JTTEDPEAFDR7R3QF2X7MDZ,"Awa na po ako sa inyo, malang pangulo."
01K5JTTF10KQ7GDX19W2F1PAS9,Tigilan nyo na po ako.
01K5JTTFMDQQ3BRK8P16C838P6,May gusto po ba kayo sa akin?
01K5JTTG7HQ0CGE8T4R00DZHJF,"Sir, Senator Delema was asking if..."
01K5JTTGT8XCFH1KQX6QP8TRQB,May gusto daw po ba kayo sa kanya?
01K5JTTHDCNP7RTZENPF0RMJH6,She was asking sir kung may gusto daw po ba kayo sa kanya.
01K5JTTJ0XQGT90ARQ6RWFYCMW,May gusto daw po ba kayo sa kanya.
01K5JTTJM18NP8J9194WJW17XY,"Masyado na nila akong ginigip, inaapi."
01K5JTTK7RKMXY7PR6WQ1RANHF,"Tapos kanyang pagkagawin nila,"
01K5JTTKTHCDRFP2MT2N9T1DB9,lahat na lang sinisisi sa akin.
01K5JTTMDKFCT6ZVKS045CVE0H,And they call themselves men.
01K5JTTN0ETXNZQ2PXT9T2FWJV,"Doresa was valedictorian, pag-graduate."
01K5JTTNKW0F8G8VC9XB9J0Q3A,Poro yan sila valedictorian.
01K5JTTP6XJG51M89ZH6XNS3CG,"Poro valedictorian, valedictorian."
01K5JTTPT4PB55A68EEZ6S5EGE,"Kairi, yung blower, sinisisi."
01K5JTTQDDNP6VDE168VM73QNN,"Po tignan mo, tignan mo ang buhay."
01K5JTTR0JW78WREZ1CKFMPF1T,Trabahantin ko lahat.
01K5JTTRKG1ZAYRRAQWFAM04EW,"Tang-a-******* mo galit, sinainit ng ubo."
01K5JTTS6ZVVGZZ85A6106H889,Dato't magtularan yan ng mga kapatahat.
01K5JTTST7WGK7E53CY4XJ5Y3Q,"Kwa kung hiwalay ka sa asawa, doon gawin mo sarili mo."
01K5JTTTDRR621RY4RVSTFG0PG,Ano ang gawin ko itong karga-karga ko?
01K5JTTV0SBVGBJCJ66E2RKAWK,Hindi mo masang life.
01K5JTTVKES1FP2A1WYF4JEGHZ,"Para sa akin yun na yun,"
01K5JTTW6SDG8YE2TA2F122D6Y,the best that my efforts can really achieve.
01K5JTTWV28AK4ZC5PEBECGGZ4,"Kung kulang pa yun,"
01K5JTTXEQV2RP0TAR07EJ3NNS,Hindi ko na talaga kaya.
01K5JTTY1VR4BSB91F70CE2PNW,And your help in my journey in the six years
01K5JTTYPC85M0R1KW93NSD2H4,na binigyanin niyo ako ng
01K5JTTZAD5DQXDWCVXQ4F8HMX,honor maging Presidente ng Pilipinas.
01K5JTTZZ661K218TEC51B29EE,"Dede sa Andra, Dede sa Andra"
01K5JTV08JX5CGSA4Y9BAJBSZC,Where you from homie? Raise your flag homie
01K5JTV0HY5MCMHYP839F2WGV3,"Sangas best, yes!"
01K5JTV0V30N1Y2HEFGXQA89XM,Quality ang pagaprases
01K5JTV13Q03QA03C2VBH9BZ4P,Natural walang kabaris
01K5JTV1CAGYZSNPFNPX46N63M,"Tubong zero, t'galing finest"
01K5JTV1N1QS282HQKRWEPG9BB,Ang hiles at daho ang naging witness
01K5JTV1Y1M0PYV1JRSHKBMRQC,Pawalang alipores
01K5JTV272ZATRW2ED5ET0V397,Mga ilang ang aming kinaharpes
01K5JTV2FWE049740Q397GB190,Pumusapan ay success
01K5JTV2R3MJ67C6SBB5JSWC4X,Obvious namang bless
01K5JTV318RGK3T8DCBHH7GNZ0,"Kabaleng, can you hear me?"
01K5JTV3A85QYTS1C4BPG62MQT,Raise your middle finger
01K5JTV3JM9PJ722FFDA70B3MB,Iwag kayway niyo sa ere
01K5JTV3V7ZSA9RW2V96BW9BY9,"Kapampangan, mayabang"
01K5JTV43KF12RP2QST94F9TAE,"Oo, bawal ang pusi"
01K5JTV4C4VYADTBFNK8PPM4FV,Kaya di pa rin pabuhin
01K5JTV4MWMJ9ZYZCB3C323T5D,Hindi pa rin ay puwin
01K5JTV4XA2MQF1K8WBD5C7FTW,Mula noong bumangis nagkapangin
01K5JTV55P42Q2W8GRCSCBCR7F,Lahat lalapayin
01K5JTV5E86Y0E2FAVBKB38DDY,Masyado na daw mahangin
01K5JTV5PHG2N6QP3966AJS7CF,Nagitaong lobun na kasi
01K5JTV5ZD47WXVAAXDSQ7CD5V,Gusto niyo totain
01K5JTV68XY4JJ7Z34GNRYYAJ9,M!
01K5JTV6MY9BY7YSQ2Y443FYT6,Tumatakbo para sa kagawag?
01K5JTV6WW31H7C30NWM1H58Q0,Hindi nagbabago!
01K5JTV73WMY9XK5Z68ZQHJXJV,Sira ulo!
01K5JTV7B4GNH1MW7RVVVBRGX6,Numero uno!
01K5JTV7J1864QANHA7CYESK37,Sa kalukuhan?
01K5JTV7RKV64MBHKP1GE069YB,Sa kagaguhan?
01K5JTV7ZM78R6SBTRS9QDKP91,Wala kang mapapala dito!
01K5JTV874PDHMADSZ6S78H760,"Ayaw, betit mo ibuboto!"
01K5JTV8F9VZB0E2RD76GW2BSB,"Take a breath, I didn't want you to move yours"
01K5JTV8QYX6HY02KVC7Z982T8,"Don't move, back to being friends"
01K5JTV90K3WNHVCS5DK9PE7FP,When we just shared a bed
01K5JTV997M4M1E4P6CJ8K7MVX,"Oh, matik ka tu!"
01K5JTV9FW8PASVSJQWXD7VPPC,"Kuya kuya, umpogi mo po. Baklak ka po ba?"
01K5JTV9PW279PC23SP657X06T,"Siya, barang tako ka!"
01K5JTV9YCGBDT8HDV9NGY1D0G,Pag-u-s-a-plazo!
01K5JTVA6EYPPTXYSSC0BWPNET,"Sa plazo, sa plado ang aso."
01K5JTVAE0EN1FHFE3K07TBXQ9,Ano nung atang MSA?
01K5JTVANAMQEEQJZ4GBHR4XXC,"Angel, where are you?"
01K5JTVAXFSE5XH9QNT2W90E06,Where are you?
01K5JTVB5N322E0VKGZZJEVBZ1,Na-tay-ni-swer-to-no-mong-stylist.
01K5JTVBD1TGCZBBTKJ23QJP98,Pong-ji-daisong sinas.
01K5JTVBPCFCZH4JTDQ2SK15Q5,Pag-a-niyari bakla ka?
01K5JTVBYE1C5C5HD0XPWD0VYA,Uhmm
01K5JTVC69MDNW7SGMWWB0MSQE,"Ay, bakla na lang ako"
01K5JTVCE9XV7NX7Z29HZBKZHE,"Sabi ko na ba, no, wala ko"
01K5JTVCPDY37N6A6K4Y1SQ89Q,Ayok!
01K5JTVCYN7663R5HKCCS6E5BW,"Ay, hiri mo yung plemo pa"
01K5JTVD6B5WTGP1PHR7MGM0DD,"Oh, ay"
01K5JTVDE6Y82XKFCFCH0F1CJS,Alabong pooboy mo
01K5JTVDPEE941X972GRHKN5BV,"Hindi nga si B ang pinakamagandang nakilala ko, pero siya naman ang pinakamagandang dumating sa buhay ko!"
01K5JTVDZJJ76G8FENJH5QW5A8,HMM
01K5JTVE6XK97E1X7YW3SYQ393,HM
01K5JTVEE2VYSBMN8MFTMQAR18,Sinabi ko naman diba?
01K5JTVENCXJK91KP69ABGMBKY,Waka nang pupunta dito
01K5JTVEWVECHTAVGN666226WF,O tignan mo ngayon
01K5JTVF3NKBV51PH5CA5JC7CF,Paano ka makakapag paliwalag
01K5JTVFAZ6FCKTMDK8N28ZRSZ,dyan?
01K5JTVFJJW6BMTWQNXP4K7C9C,I wanna go I wanna go for a ride Hop in the music and rock your body
01K5JTVG1GWXF83F253X79YAMA,"Come on, come on, rock that body Rock your body"
01K5JTVGF1J3MKWTRVTK65X9JG,Let me see your body rock Shakin' it from the bottom to top
01K5JTVGS7MSYEZYD59XXXRWDQ,Freak to watch the DJ drop We be the ones to make it hot
01K5JTVH376CFK2EDV1J992A1F,To make it hot Electric shock
01K5JTVHC4HQ5TPQ35NEQ9QPCH,Energy like a billiard Space be booming the speakers pop
01K5JTVHPC5YJZ28QBN4VB1EYX,Galactic home in Mr. Scott We bumpin' in your parking lot
01K5JTVJ099TDJ3RXTHA38M8BW,When you're comin' up in
01K5JTVJA540VZT2WKW1TYG9Y5,Patagal ka natin natawag ng pakinor
01K5JTVJHYX2NVTYHCKR4DVWG8,Oking ina mo
01K5JTVJSYS49CGB89XGTKRSNN,Walang kikiilos ng masama dyan
01K5JTVK1HFQ9A2Q8GNSNVJQN7,Kung ayaw nyong merong tamakan
01K5JTVK9F45VB5RPSE9T38NEF,Ngayon palag sinong lalaban
01K5JTVKH932CJ66E3G3MRWVPZ,Handan niyo na paglalamayan
01K5JTVKRYJ6DEQM4WX0RER8C7,Sugal ang buhay ko kasi no
01K5JTVM0G6K1M0D129B3TK1DZ,Tingga sa pulburadong pagkatau ko kanino
01K5JTVM8JWMXT28PB0V94XKG9,Bapyoso ang istilo
01K5JTVMGHYB19386HVDG9P0VM,Fedora tsaka limo
01K5JTVMRKS29STY0DPKAS4HQY,Sino?
01K5JTVN03WVE7NHXFDDMAPPD5,Di mo na makita parang limo
01K5JTVN80EMH199WRQVFZYENR,Naman na makita parang limo
01K5JTVNG61TTJMSF3J77N9GKG,Nakaplag sa kilikot mga anino
01K5JTVNSGF1D9B2PJ1JP4RVX8,Do some twanky twankies. Player haters get bounced.
01K5JTVP8QYKG3GS3ECPAZFYVV,"Stanky stanky. Chief in fed blood, said they dang it."
01K5JTVPQED63W6Q57KG2PWGTW,Dang it. Big diamond brakes on our Panky Panky.
01K5JTVQ6FF78YQ67MA11NSF62,On the studio. Some twanky twankies. Player haters get bounced.
01K5JTVQPH48GDJJ2A1SAW395N,"Hey, yeah, yeah, yeah"
01K5JTVR4BNY8MTZ64TKVRQRVG,"So, uh"
01K5JTVRHY5VJBW29FZTQAF2XY,But I don't have a place to go
01K5JTVRZK61VXZZW8R3SBRA2Z,You're always standing in my way
01K5JTVSDF9AQYRXHJ0VG6DD8T,"I'm just standing there, I'm already with you"
01K5JTVSV8YQGG8J1DBC3DZ5Q3,I can't be with you
01K5JTVT8SYBVMGVZ550HAT7CF,"Until the morning of the night, I'm with you"
01K5JTVTP4NXJJ18CD5CGE0SHH,I'm with those who chase after grace
01K5JTVV3W9KV2Y4S8YMPZPJRV,"I'm a monster, I can't believe it"
01K5JTVVH4NKJXA3ZSYZNRH79G,"I'm so fat, so fat"
01K5JTVVZ2P8GR5B926RJ8MNM8,You know what?
01K5JTVWDAP27SE5WC0A2ZSYYG,You're just a waste of money for me
01K5JTVWTMCE2P53FDP7SBWHFG,"I can't talk to you, I'm so wasted"
01K5JTVX891RCK5H59J06FXJNY,You're wasting time on things that are not worth it
01K5JTVXP913D93B29D40RYJJZ,I'm just a waste of money for you
01K5JTVY40M6Q04XG94T0XR546,"You're standing in my way, I don't need to hide"
01K5JTVYHV8021F7EXWSN071AZ,Just count on my hand
01K5JTVYZC9STC3MZGVDDJ3YZQ,"But I'm always tired, I wake up at night, the stars are already gone"
01K5JTVZCBW1EXZ44A5SZP4GH8,I don't call those who don't answer
01K5JTVZSMN3JDEFVGZTG30GKJ,"How strong are you, I'm strong enough to reach you"
01K5JTW079AWG1MWY78J3YD916,"My wounds are on the back, there are many, many"
01K5JTW0MM74ZGAYSPVEJBWWWV,"But even if I'm alone, I don't care"
01K5JTW12338NGG7ABPQ0FZ65W,I'm already in danger
01K5JTW1FTSASHMQ98XESJ5C50,"The door is closed, but even if I'm not softened"
01K5JTW1XJPQAR94Q69E8YMJ06,"Before the door opens, I'm still waiting"
01K5JTW2AWFCN0A46W53XTFP7Q,I'm still waiting
01K5JTW2RJXS8MAV6HTB7W4YMG,It will be a long time if it's not too late
01K5JTW36WESCBCTXKQ8574W28,The door is closed
01K5JTW3M8DTVWC525MX54PF6T,But you're not here yet
01K5JTW4227S7FCT5TD9KVVVAT,I'm always hiding
01K5JTW4FP6W0FK1Q8D3BJJ1DY,I'm already with you
01K5JTW4XENMAPQQY42KQHS2BS,I can't talk to you
01K5JTW5B4PSB9M5XP7F5VCRTZ,I'm with you until the morning
01K5JTW5RQFV05VBZEEY706SD4,I'm with those who chase the grace
01K5JTW66E4Z5S74Q6D2WBXT0A,Even if I can't believe it
01K5JTW6M578B0XN0CEBC92BHB,I'm already so fat
01K5JTW71S85BYWWC53679JVAS,I'm already with you until the morning
01K5JTW7F9JHVWJ4DA8N761XPV,"Big damn it, Frank's on out"
01K5JTW7WVJ1QS650V3QMZ2AZ0,"Pinky, pinky, ballas"
01K5JTW8B4R5ZGWMHGDWZ6CZHH,"Tigil mo, pagsawal na tingnan"
01K5JTW8KNK31C15ZWZNAH8GH4,Nakakakigil pag di nang kanasnan
01K5JTW8VNF1KSJDXSC4FYV8C4,Kung sumayang talaga nagtakawin ka
01K5JTW93NJXE48SZ4BAY7EAEW,Magalaman nagtakaali
01K5JTW9CA6NYNJ1JGC7SSZJ9R,"Tanagigilingin, huwag kanang mag-alangangin pa"
01K5JTW9MQGV1SXN6310BXGGWG,"Itudong mo eh, kimot-kimot mo pa"
01K5JTW9XHQ41Q60AGD0HFT48H,Yan ba natututuran niyo sa school?
01K5JTWA4NVD1EFYK145WKBRZR,Maging bastos?
01K5JTWABHTX4NR49805E9VY7S,Yan yung tinuturo sa inyo?
01K5JTWAJFABANMHD1C7D61J05,Maging bastos kayo?
01K5JTWAT3X7A4Q0BTR8AM52P8,"Ika naman na yan, Rick. Walang maniniwala."
01K5JTWB1Y7P8KRCAZWYPH194A,Wag kang maniwala sa swirte.
